kc_type,experiment_id,motion_folder,motion_index,motion_name,segment_id,rigid_path,nonrigid_path,sampling_frequency,n_samples,is_anomaly_case,split
arm,exp01,motion11_slow2,motion11,slow2,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion11_slow2\exp01_motion11_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion11_slow2\exp01_motion11_imu_nonrigid.csv,40.0,640,False,test
arm,exp01,motion11_slow2,motion11,slow2,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion11_slow2\exp01_motion11_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion11_slow2\exp01_motion11_imu_nonrigid.csv,40.0,640,False,test
arm,exp01,motion11_slow2,motion11,slow2,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion11_slow2\exp01_motion11_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion11_slow2\exp01_motion11_imu_nonrigid.csv,40.0,640,False,test
arm,exp01,motion11_slow2,motion11,slow2,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion11_slow2\exp01_motion11_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion11_slow2\exp01_motion11_imu_nonrigid.csv,40.0,640,False,test
arm,exp01,motion12_shaking,motion12,shaking,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion12_shaking\exp01_motion12_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion12_shaking\exp01_motion12_imu_nonrigid.csv,40.0,720,False,test
arm,exp01,motion12_shaking,motion12,shaking,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion12_shaking\exp01_motion12_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion12_shaking\exp01_motion12_imu_nonrigid.csv,40.0,720,False,test
arm,exp01,motion12_shaking,motion12,shaking,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion12_shaking\exp01_motion12_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion12_shaking\exp01_motion12_imu_nonrigid.csv,40.0,720,True,test
arm,exp01,motion12_shaking,motion12,shaking,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion12_shaking\exp01_motion12_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion12_shaking\exp01_motion12_imu_nonrigid.csv,40.0,720,False,test
arm,exp01,motion12_shaking,motion12,shaking,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion12_shaking\exp01_motion12_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion12_shaking\exp01_motion12_imu_nonrigid.csv,40.0,720,False,test
arm,exp01,motion13_pause4,motion13,pause4,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion13_pause4\exp01_motion13_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion13_pause4\exp01_motion13_imu_nonrigid.csv,40.0,1000,False,test
arm,exp01,motion13_pause4,motion13,pause4,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion13_pause4\exp01_motion13_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion13_pause4\exp01_motion13_imu_nonrigid.csv,40.0,1000,False,test
arm,exp01,motion13_pause4,motion13,pause4,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion13_pause4\exp01_motion13_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion13_pause4\exp01_motion13_imu_nonrigid.csv,40.0,1000,False,test
arm,exp01,motion13_pause4,motion13,pause4,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion13_pause4\exp01_motion13_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion13_pause4\exp01_motion13_imu_nonrigid.csv,40.0,1000,False,test
arm,exp01,motion13_pause4,motion13,pause4,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion13_pause4\exp01_motion13_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp01\motion13_pause4\exp01_motion13_imu_nonrigid.csv,40.0,1000,False,test
arm,exp02,motion01_canonical1,motion01,canonical1,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion01_canonical1\exp02_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion01_canonical1\exp02_motion01_imu_nonrigid.csv,40.0,4120,False,train
arm,exp02,motion01_canonical1,motion01,canonical1,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion01_canonical1\exp02_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion01_canonical1\exp02_motion01_imu_nonrigid.csv,40.0,4120,False,train
arm,exp02,motion01_canonical1,motion01,canonical1,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion01_canonical1\exp02_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion01_canonical1\exp02_motion01_imu_nonrigid.csv,40.0,4120,False,train
arm,exp02,motion01_canonical1,motion01,canonical1,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion01_canonical1\exp02_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion01_canonical1\exp02_motion01_imu_nonrigid.csv,40.0,4120,False,train
arm,exp02,motion01_canonical1,motion01,canonical1,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion01_canonical1\exp02_motion01_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion01_canonical1\exp02_motion01_imu_nonrigid.csv,40.0,4120,False,train
arm,exp02,motion02_pause1,motion02,pause1,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion02_pause1\exp02_motion02_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion02_pause1\exp02_motion02_imu_nonrigid.csv,40.0,210,False,train
arm,exp02,motion02_pause1,motion02,pause1,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion02_pause1\exp02_motion02_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion02_pause1\exp02_motion02_imu_nonrigid.csv,40.0,210,False,train
arm,exp02,motion02_pause1,motion02,pause1,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion02_pause1\exp02_motion02_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion02_pause1\exp02_motion02_imu_nonrigid.csv,40.0,210,False,train
arm,exp02,motion02_pause1,motion02,pause1,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion02_pause1\exp02_motion02_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion02_pause1\exp02_motion02_imu_nonrigid.csv,40.0,210,False,train
arm,exp02,motion02_pause1,motion02,pause1,seg5,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion02_pause1\exp02_motion02_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion02_pause1\exp02_motion02_imu_nonrigid.csv,40.0,210,False,train
arm,exp02,motion03_slow_fast_mix,motion03,slow_fast_mix,seg1,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion03_slow_fast_mix\exp02_motion03_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion03_slow_fast_mix\exp02_motion03_imu_nonrigid.csv,40.0,2650,False,train
arm,exp02,motion03_slow_fast_mix,motion03,slow_fast_mix,seg2,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion03_slow_fast_mix\exp02_motion03_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion03_slow_fast_mix\exp02_motion03_imu_nonrigid.csv,40.0,2650,False,train
arm,exp02,motion03_slow_fast_mix,motion03,slow_fast_mix,seg3,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion03_slow_fast_mix\exp02_motion03_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion03_slow_fast_mix\exp02_motion03_imu_nonrigid.csv,40.0,2650,False,train
arm,exp02,motion03_slow_fast_mix,motion03,slow_fast_mix,seg4,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion03_slow_fast_mix\exp02_motion03_imu_rigid.csv,e:\VSCode_Study\2026.4.15Manuscript-DIODEM\dataset\arm\exp02\motion03_slow_fast_mix\exp02_motion03_imu_nonrigid.csv,40.0,2650,False,train
